抓取時間,超連結,物件標題,物件價格,格局,地址 , 物件類型 , 屋齡 , 樓層,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182570&pi=111&st=&si=2&spu=acaafkd,AZ3永康精品飯店小豪宅,3280萬,1房1廳1衛16.77坪(建坪),台北市中正區信義路二段 , 大樓 , 6.3年 , 13 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30834&pi=111&st=&si=3&spu=acaafkd,東區樓中樓邊間三房,4950萬,3房2廳3衛42.65坪(建坪),台北市大安區敦化南路一段 , 華廈 , 29.3年 , 5 / 8樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=QS27146&pi=111&st=&si=4&spu=acaafkd,錦州公園、捷運、美三房三樓,2288萬,3房2廳2衛26.24坪(建坪),台北市中山區錦州街 , 公寓 , 56.9年 , 3 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182768&pi=111&st=&si=5&spu=acaafkd,BZ2松江南京捷運雙套房,1750萬,2房1廳2衛17.73坪(建坪),台北市中山區新生北路一段 , 大樓 , 46.1年 , 2 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182369&pi=111&st=&si=6&spu=acaafkd,JZ7古亭捷運大住辦可停車,3380萬,1房2廳2衛34.07坪(建坪),台北市中正區廈門街 , 華廈 , 49年 , 1 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182582&pi=111&st=&si=7&spu=acaafkd,FZ9師大龍門黃金一樓,4800萬,3房2廳1衛40.09坪(建坪),台北市大安區和平東路一段 , 公寓 , 44.6年 , 1 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS172374&pi=111&st=&si=8&spu=acaafkd,近捷運站黃金3樓美寓,2288萬,3房2廳2衛26.24坪(建坪),台北市中山區錦州街 , 公寓 , 56.9年 , 3 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182239&pi=111&st=&si=9&spu=acaafkd,民生電梯3房美裝潢Ⅰ,1780萬,3房2廳1衛18.8坪(建坪),台北市中山區林森北路 , 大樓 , 47.8年 , 9 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS173406&pi=111&st=&si=10&spu=acaafkd,明德捷運靜巷一樓,2250萬,3房1廳1衛25.23坪(建坪),台北市北投區文林北路 , 公寓 , 54.3年 , 1 / 3樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS29002&pi=112&st=&si=1&spu=acaafkd,內科全新整棟企業總部,53102萬,OPEN560.03坪(建坪),台北市內湖區基湖路 , 華廈 , 1.4年 , 1-7 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30454&pi=112&st=&si=2&spu=acaafkd,西華經典臻藏名邸,8488萬,4房2廳2衛87.92坪(建坪),台北市松山區復興北路 , 大樓 , 21.2年 , 5 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30355&pi=112&st=&si=3&spu=acaafkd,敦南御所三美房,8895萬,3房2廳2衛59.4坪(建坪),台北市大安區敦化南路一段 , 大樓 , 4.2年 , 7 / 23樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30276&pi=112&st=&si=4&spu=acaafkd,新生金華獨棟二樓美寓,4350萬,3房2廳1.5衛37.61坪(建坪),台北市大安區永康街 , 公寓 , 42.5年 , 2 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS29474&pi=112&st=&si=5&spu=acaafkd,大直豐匯頂級奢華會所,19888萬,5室3廳3衛171.32坪(建坪),台北市中山區樂群二路 , 大樓 , 9.7年 , 7 / 11樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31397&pi=112&st=&si=6&spu=acaafkd,陽明山櫻花莊園渡假別墅,12800萬,5房2廳4衛4室78.5坪(建坪),台北市士林區平菁街 , 別墅 , 28.6年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30373&pi=112&st=&si=7&spu=acaafkd,東門大安琉御3房車,13688萬,3房2廳2衛1室77.1坪(建坪),台北市中正區信義路二段 , 大樓 , 14.3年 , 6 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=QS27153&pi=112&st=&si=8&spu=acaafkd,錦州公園、捷運、美三房三樓,2288萬,3房2廳2衛26.24坪(建坪),台北市中山區錦州街 , 公寓 , 56.9年 , 3 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182932&pi=112&st=&si=9&spu=acaafkd,EZ7北車雙星景觀三房,7543萬,3房2廳2衛49.18坪(建坪),台北市大同區鄭州路 , 大樓 , 1.7年 , 11 / 19樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS30671&pi=112&st=&si=10&spu=acaafkd,御之苑百坪豪宅附5車位,39800萬,5房3廳4衛235.15坪(建坪),台北市信義區松勤街 , 大樓 , 22年 , 13 / 16樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182737&pi=113&st=&si=1&spu=acaafkd,EZ7欣隆景觀豪邸三房坡車,9888萬,3房2廳2衛61坪(建坪),台北市大同區鄭州路 , 大樓 , 1.7年 , 18 / 19樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182683&pi=113&st=&si=2&spu=acaafkd,JZ3信義安和三角雙層店面,4380萬,2房2廳1衛36.9坪(建坪),台北市大安區信義路四段 , 公寓 , 57.7年 , 1-2 / 3樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182551&pi=113&st=&si=3&spu=acaafkd,I3延三夜市金透天,5288萬,3房3廳2衛37.73坪(建坪),台北市大同區昌吉街 , 透天 , 72.4年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS170401&pi=113&st=&si=4&spu=acaafkd,文林路正路邊透天,14000萬,0房3廳2衛60.35坪(建坪),台北市士林區文林路 , 公寓 , 58.4年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182685&pi=113&st=&si=5&spu=acaafkd,翔譽面101景觀附車位,2380萬,1房1廳1衛25.63坪(建坪),台北市松山區八德路四段 , 大樓 , 10.9年 , 10 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182833&pi=113&st=&si=6&spu=acaafkd,K9南京三民電梯年收136,3380萬,5房3廳3衛3陽(加蓋1房1廳1衛)35.92坪(建坪),台北市松山區寶清街 , 華廈 , 42.9年 , 7 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183001&pi=113&st=&si=7&spu=acaafkd,民生社區綠意朝南壹樓,3998萬,4房2廳2衛32.5坪(建坪),台北市松山區三民路 , 公寓 , 51.8年 , 1 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS172578&pi=113&st=&si=8&spu=acaafkd,威靈頓山景環繞獨棟別墅,25000萬,6房3廳3衛90.69坪(建坪),台北市北投區崇仰七路 , 別墅 , 57.7年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31909&pi=113&st=&si=9&spu=acaafkd,璞園至仁愛豪邸,10900萬,OPEN78.25坪(建坪),台北市中正區仁愛路二段 , 大樓 , 1.5年 , 10 / 21樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183126&pi=113&st=&si=10&spu=acaafkd,GZ3大同世界邊間大四房,5248萬,4房2廳2衛53.55坪(建坪),台北市大同區敦煌路 , 大樓 , 15年 , 3 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182898&pi=114&st=&si=1&spu=acaafkd,EZ7雙子星景觀名邸,10180萬,3房2廳2衛68.71坪(建坪),台北市大同區鄭州路 , 大樓 , 1.7年 , 11 / 19樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31138&pi=114&st=&si=2&spu=acaafkd,仰德三段總裁大別墅,23600萬,9房3廳6衛121.67坪(建坪),台北市士林區仰德大道三段 , 別墅 , 44.8年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31035&pi=114&st=&si=3&spu=acaafkd,吾發狀元高第坡車,3000萬,2房2廳1衛36.19坪(建坪),台北市信義區永吉路 , 大樓 , 17.5年 , 8 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183037&pi=114&st=&si=4&spu=acaafkd,H8樓中樓基泰高更美景,7260萬,4房4廳4衛67.88坪(建坪),台北市中山區長春路 , 華廈 , 26.9年 , 10 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183083&pi=114&st=&si=5&spu=acaafkd,F16翡翠花園朝南大戶坡車,4666萬,3房2廳2衛54.72坪(建坪),台北市中山區新生北路二段 , 大樓 , 28.3年 , 16 / 17樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31695&pi=114&st=&si=6&spu=acaafkd,寶舖師大靜巷豪邸,8980萬,4房2廳2衛(含加蓋1房)71.05坪(建坪),台北市大安區泰順街 , 大樓 , 12年 , 3 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31100&pi=114&st=&si=7&spu=acaafkd,天母靜好旁土地超大一樓,4350萬,4房2廳2衛34.26坪(建坪),台北市士林區中山北路六段 , 公寓 , 46.3年 , 1-B1 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183226&pi=114&st=&si=8&spu=acaafkd,雙敦低公設電梯三房,3680萬,3房2廳1衛33.72坪(建坪),台北市松山區長安東路二段 , 大樓 , 40.3年 , 6 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS32002&pi=114&st=&si=9&spu=acaafkd,仁愛首都高樓4房+坡平車,7800萬,4房2廳2衛76.84坪(建坪),台北市大安區安和路一段 , 大樓 , 43.8年 , 13 / 16樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS33191&pi=114&st=&si=10&spu=acaafkd,新生海關電梯3房車,6999萬,3房2廳2衛59.93坪(建坪),台北市大安區新生南路一段 , 華廈 , 17.7年 , 4 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS32133&pi=115&st=&si=1&spu=acaafkd,未來捷運之小夫妻最愛兩房車,1788萬,2房2廳1衛22.15坪(建坪),台北市文山區秀明路一段 , 華廈 , 15.5年 , 3 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31596&pi=115&st=&si=2&spu=acaafkd,金華龍門溫州美寓,3988萬,4房2廳2衛41.16坪(建坪),台北市大安區溫州街 , 公寓 , 47.2年 , 4 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS182264&pi=115&st=&si=3&spu=acaafkd,BZ1中山國小捷運小資好宅,1450萬,1房1廳1衛13.99坪(建坪),台北市中山區林森北路 , 大樓 , 28.4年 , 5 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS173049&pi=115&st=&si=4&spu=acaafkd,陽明山景花園別墅,7900萬,5房2廳3衛69.3坪(建坪),台北市北投區崇仰六路 , 別墅 , 58.4年 , 1 / 1樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS173219&pi=115&st=&si=5&spu=acaafkd,大直站明水醴雙車位豪邸,9416萬,3房2廳3衛94.66坪(建坪),台北市中山區北安路 , 華廈 , 14.5年 , 8 / 9樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS173706&pi=115&st=&si=6&spu=acaafkd,3分鐘步行到北投捷運站透天厝,4680萬,3房2廳2衛19.66坪(建坪),台北市北投區育仁路 , 透天 , 72.9年 , 1 / 1樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=XS124584&pi=115&st=&si=7&spu=acaafkd,近捷運湯泉行館套房車,1388萬,1房0廳1衛25.9坪(建坪),台北市文山區木柵路四段 , 華廈 , 15.9年 , 2 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183233&pi=115&st=&si=8&spu=acaafkd,山嵐映月河景大戶人生進階,8580萬,依現場為主127.11坪(建坪),台北市文山區木新路三段 , 大樓 , 10.1年 , 4 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31714&pi=115&st=&si=9&spu=acaafkd,廣慈樹景可隔四房,11706萬,OPEN117.28坪(建坪),台北市信義區福德街 , 大樓 , 12.6年 , 4 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183420&pi=115&st=&si=10&spu=acaafkd,H4松河麗景雙併採光戶,4380萬,4房2廳2衛57.08坪(建坪),台北市南港區松河街 , 大樓 , 16.7年 , 2 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183751&pi=116&st=&si=1&spu=acaafkd,H10長虹獨棟面公園大戶,11928萬,4房2廳3衛101.44坪(建坪),台北市中山區北安路 , 大樓 , 18.5年 , 6 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31587&pi=116&st=&si=2&spu=acaafkd,&南港璽苑面中庭綠景,12000萬,3房2廳2衛2室115.98坪(建坪),台北市南港區經貿二路 , 大樓 , 10.7年 , 7 / 21樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31365&pi=116&st=&si=3&spu=acaafkd,發現東騰絕美兩房坡車,5500萬,2房2廳1衛55.63坪(建坪),台北市信義區崇德街 , 大樓 , 12.4年 , 2 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31366&pi=116&st=&si=4&spu=acaafkd,公館商圈住辦一樓,4488萬,3房2廳1衛43.38坪(建坪),台北市大安區羅斯福路四段 , 華廈 , 37.9年 , 1 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS173349&pi=116&st=&si=5&spu=acaafkd,璞氏集高樓景觀3房,8980萬,3房2廳2衛99.85坪(建坪),台北市士林區士東路 , 大樓 , 6.5年 , 13 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS32239&pi=116&st=&si=6&spu=acaafkd,松仁庭院車庫3房,3988萬,3房2廳2衛30.22坪(建坪),台北市信義區松仁路 , 公寓 , 49年 , 1 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183573&pi=116&st=&si=7&spu=acaafkd,CZ8京硯高樓美妝2房,5500萬,2房2廳2衛62.63坪(建坪),台北市中山區建國北路一段 , 大樓 , 11.3年 , 9 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183739&pi=116&st=&si=8&spu=acaafkd,BZ3中山吉林捷運大套房,1580萬,1房1廳1衛14.02坪(建坪),台北市中山區吉林路 , 華廈 , 44.9年 , 5 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185159&pi=116&st=&si=9&spu=acaafkd,C9民權西捷運二房車,2950萬,2房2廳1衛28.98坪(建坪),台北市中山區天祥路 , 大樓 , 8.2年 , 7 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183549&pi=116&st=&si=10&spu=acaafkd,JZ6師大商圈黃金店面,6999萬,0房2廳1衛29.01坪(建坪),台北市大安區師大路 , 華廈 , 48.2年 , 1 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31854&pi=117&st=&si=1&spu=acaafkd,仰德三段旺族大別墅,19800萬,6房+1室3廳5衛103.61坪(建坪),台北市士林區仰德大道三段 , 別墅 , 53.5年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184287&pi=117&st=&si=2&spu=acaafkd,BZ7風和日暖陽光景觀邸,3298萬,1房2廳2衛23.96坪(建坪),台北市大安區大安路一段 , 大樓 , 24.9年 , 7 / 9樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31217&pi=117&st=&si=3&spu=acaafkd,小巨蛋住辦附車位,3828萬,1室1廳1衛45.61坪(建坪),台北市松山區南京東路四段 , 大樓 , 37.8年 , 7 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184073&pi=117&st=&si=4&spu=acaafkd,C7雙子星露台花園美邸A,5280萬,2房2廳2衛44.87坪(建坪),台北市大同區延平北路一段 , 大樓 , 9.5年 , 12 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS32076&pi=117&st=&si=5&spu=acaafkd,遠雄上林苑綠蔭豪邸,12788萬,4房2廳3衛143.88坪(建坪),台北市內湖區環山路一段 , 大樓 , 15.1年 , 2 / 24樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183102&pi=117&st=&si=6&spu=acaafkd,基泰高更大四房車位豪邸,6980萬,4室/2廳/4衛67.85坪(建坪),台北市中山區長春路 , 華廈 , 26.9年 , 10 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=OS194198&pi=117&st=&si=7&spu=acaafkd,晶麒魔術空間二房車位,1888萬,2房1廳1衛25.1坪(建坪),台北市萬華區康定路 , 大樓 , 8.7年 , 4 / 26樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=XS124558&pi=117&st=&si=8&spu=acaafkd,雙敦學區高樓美景四房,6388萬,4房2廳2衛57.27坪(建坪),台北市松山區敦化南路一段 , 大樓 , 47.8年 , 12 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31798&pi=117&st=&si=9&spu=acaafkd,市府新寶高樓美辦,3480萬,1室1廳1衛30.14坪(建坪),台北市信義區基隆路一段 , 大樓 , 18.8年 , 11 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184037&pi=117&st=&si=10&spu=acaafkd,B8說YES綠蔭世貿美居,2380萬,1房1廳1衛15.9坪(建坪),台北市信義區信義路五段 , 大樓 , 26.1年 , 2 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184105&pi=118&st=&si=1&spu=acaafkd,C7雙子星露台花園美邸B,5280萬,2房2廳1衛43.51坪(建坪),台北市大同區延平北路一段 , 大樓 , 9.5年 , 12 / 13樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184523&pi=118&st=&si=2&spu=acaafkd,GZ6師大靜巷豪邸大戶,8980萬,4房2廳2衛71.05坪(建坪),台北市大安區泰順街 , 大樓 , 12年 , 3 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31870&pi=118&st=&si=3&spu=acaafkd,雙敦璞真久石讓B戶,13450萬,2房1廳2衛3室109.88坪(建坪),台北市松山區南京東路四段 , 大樓 , 14.3年 , 8 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=OS194160&pi=118&st=&si=4&spu=acaafkd,大安捷運自住收租置產美寓,3498萬,4房2廳2衛24.45坪(建坪),台北市大安區復興南路二段 , 公寓 , 52.3年 , 2 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31855&pi=118&st=&si=5&spu=acaafkd,雙敦璞真久石讓A戶,10700萬,2房1廳2衛94.32坪(建坪),台北市松山區南京東路四段 , 大樓 , 14.3年 , 8 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS33870&pi=118&st=&si=6&spu=acaafkd,中正睿泰全新2房車位,3450萬,2房2廳1.5衛38.82坪(建坪),台北市中正區詔安街 , 大樓 , 0.6年 , 9 / 11樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS185430&pi=118&st=&si=7&spu=acaafkd,BZ4第芬妮捷運精美小豪宅,1380萬,1房1廳1衛10.29坪(建坪),台北市大同區民權西路 , 大樓 , 18.3年 , 3 / 11樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183663&pi=118&st=&si=8&spu=acaafkd,J1捷運中山國中黃金店面,7380萬,開放式39.06坪(建坪),台北市松山區復興北路 , 華廈 , 39.3年 , 1 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS32695&pi=118&st=&si=9&spu=acaafkd,統創緻高樓景觀戶,2098萬,1房0廳1衛11.35坪(建坪),台北市大安區復興南路一段 , 大樓 , 0.6年 , 13 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183279&pi=118&st=&si=10&spu=acaafkd,晴光商圈電梯1+1房Ｂ,1198萬,2房1廳1衛11.54坪(建坪),台北市中山區雙城街 , 華廈 , 49.2年 , 4 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31804&pi=119&st=&si=1&spu=acaafkd,台電捷運黃金三樓,3518萬,4房2廳1.5衛39.18坪(建坪),台北市中正區羅斯福路三段 , 公寓 , 44.8年 , 3 / 5樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184171&pi=119&st=&si=2&spu=acaafkd,HZ1大安稀有一樓露台樓中樓,8800萬,4房2廳2衛49.02坪(建坪),台北市大安區大安路一段 , 大樓 , 24.9年 , 1 / 9樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS33251&pi=119&st=&si=3&spu=acaafkd,中正雋詠新屋2房,2950萬,2房2廳1衛24.02坪(建坪),台北市中正區廈門街 , 華廈 , 0.4年 , 3 / 9樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS31806&pi=119&st=&si=4&spu=acaafkd,大巨蛋逸仙面寬店面,5988萬,OPEN35.62坪(建坪),台北市信義區逸仙路 , 大樓 , 46.4年 , 1 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184804&pi=119&st=&si=5&spu=acaafkd,EZ6圓山新屋6米樓中樓車,3288萬,1房2廳1衛32.59坪(建坪),台北市大同區民族西路 , 大樓 , 2.2年 , 7 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184115&pi=119&st=&si=6&spu=acaafkd,HZ9圓山捷運收租金雞母,1988萬,4房2廳2衛22.4坪(建坪),台北市大同區酒泉街 , 公寓 , 53.2年 , 4 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184103&pi=119&st=&si=7&spu=acaafkd,JZ4專任武昌誠品旁金店面,3988萬,0房1廳0衛22.92坪(建坪),台北市萬華區漢口街二段 , 其他 , 50.4年 , 1 / 10樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS32425&pi=119&st=&si=8&spu=acaafkd,大直捷運面寬一樓,4580萬,3室2廳2衛34.87坪(建坪),台北市中山區大直街 , 華廈 , 38.3年 , 1 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS174718&pi=119&st=&si=9&spu=acaafkd,北投邊間潛力等都更透天,2860萬,3房2廳2衛(含加蓋1房/1衛)30.27坪(建坪),台北市北投區大同街 , 透天 , 62.3年 , 1-2 / 2樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS175278&pi=119&st=&si=10&spu=acaafkd,民權首富景觀美套H,1550萬,1房0廳1衛11.9坪(建坪),台北市大同區民權西路 , 大樓 , 0.7年 , 12 / 15樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS173402&pi=120&st=&si=1&spu=acaafkd,慈安首璽三房坡車,4280萬,3房2廳2衛52.9坪(建坪),台北市萬華區中華路二段 , 大樓 , 12.4年 , 5 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=YS173278&pi=120&st=&si=2&spu=acaafkd,光華商場商圈金店,6900萬,0房1廳1衛1室72.8坪(建坪),台北市中山區市民大道三段 , 華廈 , 43.8年 , 1 / 7樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184397&pi=120&st=&si=3&spu=acaafkd,JZ7雙子星北車置產金店面,2580萬,開放式11.95坪(建坪),台北市中正區懷寧街 , 其他 , 22.2年 , 1 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=WS33063&pi=120&st=&si=4&spu=acaafkd,統領稀有1+1住辦,2650萬,2室2廳1衛24.66坪(建坪),台北市大安區忠孝東路四段 , 大樓 , 40年 , 5 / 12樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184517&pi=120&st=&si=5&spu=acaafkd,基泰之星漂亮2室,2888萬,2室/2廳/1衛30.76坪(建坪),台北市中山區農安街 , 大樓 , 15.4年 , 4 / 14樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS183757&pi=120&st=&si=6&spu=acaafkd,JZ5中原街轉角金店面,3988萬,4廳3衛27.93坪(建坪),台北市中山區中原街 , 其他 , 50.7年 , 1 / 4樓,,,
2024/11/28 00:27,https://www.hbhousing.com.tw/detail/?sn=ZS184668&pi=120&st=&si=7&spu=acaafkd,G3雙敦璞真久石讓首席戶,10700萬,2房2廳2衛94.32坪(建坪),台北市松山區南京東路四段 , 大樓 , 14.3年 , 8 / 15樓,,,
